Year,Title,Sequel,ReleaseDate,StoryLine,Runtime,SoundMix,Color,AspectRatio,MPAA,RateScore,NumRate,NumReview,NumCritic,ProductionDate,FilmingDate,gross,budget,critic,numrate,numreview,ratescore,nummon,day,daynum,budget_class,competition,ActorScore,ActorScore_budget,Country,BigSix,country_num,ThreeD,mpaa,gross_ind,NewBigSix
2005,Herbie Fully Loaded (2005),0,Release Date: 22 June 2005 (USA) See more Ф_,"Maggie Peyton is the new owner of Number 53--the free wheelin' Volkswagen bug with a mind of its own; she puts the car through its paces on the road to becoming a NASCAR competitor. As a third generation member of a NASCAR family, racing is in Maggie Peyton's blood, but she is forbidden from pursuing her dream by her overprotective father, Ray Peyton, Sr. When Ray Sr. offers Maggie a car as a college graduation present, he takes her to a junkyard to choose one from an assortment of very used cars. Maggie has her eye on an old Nissan, but a certain rusty, banged up '63 VW Bug seems to be clamoring for her attention. To her surprise, Maggie leaves the lot with Herbie. As she prepares to leave town for a position with ESPN News, Maggie discovers that Herbie has a mind of his own--and an alternate route for her future. Written by gavin (gunmasterM@hotmail.com)",101 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,G,4.7,"34,339",167 user,117 critic,February ,9 August 2004 - 18 November ,58170618.78,44067312.55,117,34339,167,4.7,6,22,3852,4,43,0,0,USA,1,1,0,G,7,1
2005,Bewitched (2005),0,Release Date: 24 June 2005 (USA) See more Ф_,"Out in California's San Fernando Valley, Isabel is trying to reinvent herself. A naкЏve, good-natured witch, she is determined to disavow her supernatural powers and lead a normal life. At the same time, across town, Jack Wyatt a tall, charming actor is trying to get his career back on track. He sets his sights on an updated version of the beloved 1960s situation comedy Bewitched, re-conceived as a starring vehicle for himself in the role of the mere-mortal Darrin. Fate steps in when Jack accidentally runs into Isabel. He is immediately attracted to her and her nose, which bears an uncanny resemblance to the nose of Elizabeth Montgomery, who played Samantha in the original TV version of Bewitched. He becomes convinced she could play the witch Samantha in his new series. Isabel is also taken with Jack, seeing him as the quintessential mortal man with whom she can settle down and lead the normal life she so desires. It turns out they're both right--but in ways neither of them ever ... Written by Sujit R. Varma",102 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,"Rated PG-13 for some language, including sex and drug references, and partial nudity",4.8,"56,620",482 user,166 critic,null,07-Sep,54865932.58,74914431.34,166,56620,482,4.8,6,24,3854,5,52,-0.094965195,-0.024791374,USA,0,1,0,PG-13,7,1
2005,An American Haunting (2005),0,Release Date: 5 May 2006 (USA) See more Ф_,"In 2006, in Red River, Tennessee, a teenager has frequent nightmares. Her mother reads an old letter from 1817 written by her ancestor, Lucy Bell. After a dispute of lands judged by the church, her husband John Bell is cursed by his opponent Kathe Batts, who has a fame of being a witch. From this moment on, an entity threatens John and her daughter Betsy Bell, attacking the girl during the nights. With the support of Betsy's school teacher Richard Powell, who tries to find rational explanations for the manifestation; her brother John Bell Jr.; and their friend James Johnston, who unsuccessfully tries to exorcize the entity from the house, the family does their best to protect Betsy in the haunted house. Written by Claudio Carvalho, Rio de Janeiro, Brazil",83 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,Rated PG-13 for intense terror sequences and thematic material,5,"21,700",746 user,125 critic,4 August 2004 - 16 February ,null,14364221.74,12338847.51,125,21700,746,5,5,5,3805,2,64,-0.342801754,-0.374376317,USA,0,1,0,PG-13,4,0
2005,White Noise (2005),0,Release Date: 7 January 2005 (USA) See more Ф_,"The car of successful author Anna Rivers is found disabled next to the river, the thought being that she accidentally fell into the river while trying to change a flat tire. Her dead body is found upstream several weeks later, consistent with the accidental death theory. Based on incidents around him, her grieving husband, architect Jonathan Rivers, decides several months later to visit with Raymond Price, who approached John prior to Anna's body being found with news that she was trying to contact him from beyond. At that time, John was skeptical of Raymond's claims of electronic voice phenomena (EVP): that he is contacted from the beyond through electronic means - radio, television - which he is able to record. Along with Sarah Tate, another of Raymond's ""clients"" whose fiancк© passed away, John becomes obsessed with EVP as he gets more and more audio and video messages, however fuzzy, from Anna from beyond. That obsession takes a slight change in focus when John believes that Anna ... Written by Huggo",101 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for violence, disturbing images and language",5.5,"40,452",404 user,173 critic,null,null,49237038.47,8813462.51,173,40452,404,5.5,1,7,3687,2,53,0.943286472,0.863859355,USA,0,1,0,PG-13,7,1
2005,Monster-in-Law (2005),0,Release Date: 13 May 2005 (USA) See more Ф_,"After years of looking for Mr. Right, Charlotte 'Charlie' Cantilini finally finds the man of her dreams, Kevin Fields, only to discover that his mother, Viola, is the woman of her nightmares. A recently fired news anchor who is afraid she will lose her son the way she has just lost her career, Viola determines to scare off her son's new fiancк© by becoming the world's worst mother-in-law. While Viola's long-time assistant Ruby does her best to help Viola execute her crazy schemes, Charlie decides to fight back and the gloves come off as the two women battle it out to see just who is the alpha-female. Written by Sujit R. Varma",101 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,Rated PG-13 for sex references and language,5.4,"40,647",228 user,132 critic,null,03-May,73091191.23,52880775.06,132,40647,228,5.4,5,13,3813,5,62,0.072389455,-0.190583962,USA,0,1,0,PG-13,8,0
2005,Transamerica (2005),0,Release Date: 3 March 2006 (USA) See more Ф_,"Southern Californian Bree Osbourne, formerly Stanley Chupak, has finally received the news for which she has been waiting: she has been approved for male-to-female sexual reassignment surgery. But before Margaret, her therapist, will allow her to go through with the surgery scheduled in a week's time, Bree has to deal with an unresolved problem from her past. Bree gets a telephone call from a seventeen year old man named Toby Wilkins, who is looking for Stanley, his biological father. Toby is in a New York jail, having been supporting himself by petty crime and hustling. Stanley/Bree knew nothing about Toby before the telephone call. Toby apparently is all alone in the world, with his mother having committed suicide and being estranged from his stepfather in Tennessee. Masquerading as a Christian social worker, Bree, not telling him either of her true identity or her transgender status, bails Toby out of jail and tells him she will take him to Los Angeles, where Toby has aspirations ... Written by Huggo",103 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated R for sexual content, nudity, language and drug use",7.5,"35,258",228 user,167 critic,null,20-May,7945603.501,881346.251,167,35258,228,7.5,3,3,3743,1,45,0,0,USA,0,1,0,R,3,0
2005,Unleashed (2005),0,Release Date: 13 May 2005 (USA) See more Ф_,"A man treated like a dog and raised as a fighting machine his entire life, ends up in a coma and is taken in the care of good people, but his sinister owner is looking to retrieve his most prized possession: a non stop human weapon triggered by the collar leashed on his neck. Written by mystic80",103 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,"Rated R for strong violent content, language and some sexuality/nudity",7,"81,764",300 user,177 critic,10 January 2003 - 2 May ,null,21611396.24,39660581.3,177,81764,300,7,5,13,3813,4,62,1.304612276,0.73917337,USA,0,1,0,R,5,0
2005,Alone in the Dark (2005),0,Release Date: 28 January 2005 (USA) See more Ф_,"Edward Carnby, detective of the paranormal, unexplained and supernatural, investigates a mystery (the recent death of a friend) with clues leading to ""Shadow Island"" that brings him face to face with bizarre horrors that prove both psychologically disturbing and lethal, as he discovers that evil demons worshiped by an ancient culture called the Abskani are planning on coming back to life in the 21st century to once again take over the world... and only he and a young genius anthropologist with an incredible memory (and his ex-girlfriend), Aline Cedrac, stand in their way, at a gateway to hell. Standing in Carnby's way, however, is the impact that a brief encounter with an evil spirit called the Queen had upon his mind, as he slowly finds himself overpowered by the forces of darkness as they eat away at his very sanity... Written by Me",99 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,Rated R for violence and language,2.3,"36,677",517 user,129 critic,null,14-Jul,4523646.242,17626925.02,129,36677,517,2.3,1,28,3708,3,64,0,0,USA,0,1,0,R,2,0
2005,The Squid and the Whale (2005),0,Release Date: 16 December 2005 (USA) See more Ф_,"In 1986, In Brooklyn, New York, the dysfunctional family of pseudo intellectuals composed by the university professor Bernard and the prominent writer Joan split. Bernard is a selfish, cheap and jealous decadent writer that rationalizes every attitude in his family and life and does not accept ""philistines"" - people that do not read books or watch movies, while the unfaithful Joan is growing as a writer and has no problems with ""philistines"". Their sons, the teenager Walt and the boy Frank, feel the separation and take side: Walt stays with Bernard, and Frank with Joan, and both are affected with abnormal behaviors. Frank drinks booze and smears with sperm the books in the library and a locker in the dress room of his school. The messed-up and insecure Walt uses Roger Water's song ""Hey You"" in a festival as if it was of his own, and breaks up with his girlfriend Sophie. Meanwhile Joan has an affair with Frank's tennis teacher Ivan and Bernard with his student Lili. Written by Claudio Carvalho, Rio de Janeiro, Brazil",81 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated R for strong sexual content, graphic dialogue and language",7.4,"57,782",224 user,107 critic,14 June 2004 - 31 October ,6 July 2004 - 7 August ,6488559.234,1322019.377,107,57782,224,7.4,12,16,4026,1,50,0.554758827,0.132670994,USA,1,1,0,R,3,1
2005,The Interpreter (2005),0,Release Date: 22 April 2005 (USA) See more Ф_,"Escalating events begin when U.N. interpreter Silvia Broome alleges that she has overheard a death threat against an African head of state, spoken in a rare dialect few people other than Silvia can understand. With the words ""The Teacher will never leave this room alive,"" in an instant, Silvia's life is turned upside down as she becomes a hunted target of the killers. Placed under the protection of federal agent Tobin Keller, Silvia's world only grows more nightmarish. As Keller digs deeper into his eyewitnesses' past and her secretive world of global connections, the more suspicious he becomes that she herself might be involved in the conspiracy. With every step of the way, he finds more reasons to mistrust her. Is Sylvia a victim? A suspect? Or something else entirely? And can Tobin, coping with his own personal heartache, keep her safe? Though they must depend on one another, Silvia and Tobin couldn't be more different. Silvia's strengths are words, diplomacy and the subtleties of ... Written by Sujit R. Varma",128 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for violence, some sexual content and brief strong language",6.4,"83,797",409 user,227 critic,null,05-Mar,63911140.68,70507700.08,227,83797,409,6.4,4,22,3792,5,61,-0.313447483,1.221586887,USA,0,1,0,PG-13,8,1
2005,Proof (2005),0,Release Date: 7 October 2005 (USA) See more Ф_,The daughter of a brilliant but mentally disturbed mathematician (recently deceased) tries to come to grips with her possible inheritance: his insanity. Complicating matters are one of her father's ex-students who wants to search through his papers and her estranged sister who shows up to help settle his affairs. Written by B.B.,100 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for some sexual content, language and drug references",6.8,"34,814",182 user,139 critic,10 June 2003 -  November ,06-Oct,6631924.304,17626925.02,139,34814,182,6.8,10,7,3957,3,77,-0.506218772,-0.635543112,USA,0,1,0,PG-13,3,0
2005,The Curse of the Were-Rabbit (2005),0,Release Date: 7 October 2005 (USA) See more Ф_,"It's 'vege-mania' in Wallace and Gromit's neighborhood, and our two enterprising chums are cashing in with their humane pest-control outfit, ""Anti-Pesto."" With only days to go before the annual Giant Vegetable Competition, business is booming, but Wallace & Gromit are finding out that running a ""humane"" pest control outfit has its drawbacks as their West Wallaby Street home fills to the brim with captive rabbits. Suddenly, a huge, mysterious, veg-ravaging ""beast"" begins attacking the town's sacred vegetable plots at night, and the competition hostess, Lady Tottington, commissions Anti-Pesto to catch it and save the day. Lying in wait, however, is Lady Tottington's snobby suitor, Victor Quartermaine, who'd rather shoot the beast and secure the position of local hero-not to mention Lady Tottingon's hand in marriage. With the fate of the competition in the balance, Lady Tottington is eventually forced to allow Victor to hunt down the vegetable chomping marauder. Little does she know that... Written by DreamWorks SKG",85 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,G,7.5,"92,074",306 user,208 critic,null,null,49415803.7,26440387.53,208,92074,306,7.5,10,7,3957,4,77,-0.254283276,-0.330121441,USA,0,1,0,G,7,0
2005,The Great Raid (2005),0,Release Date: 12 August 2005 (USA) See more Ф_,"Set in the Philippines in 1945 towards the end of WWII, under the command of Lieutenant Colonel Henry Mucci and Captain Robert Prince, the 6th Ranger Battalion undertake a daring rescue mission against all odds. Traveling thirty miles behind enemy lines, they intend to liberate over 500 American Soldiers from the notorious Cabanatuan Japanese POW camp in the most audacious rescue ever. Written by themusicman999",132 min,Sound Mix: DTS | Dolby Digital | SDDS,Black and White,Aspect Ratio: 2.35 : 1,Rated R for strong war violence and brief language,6.7,"17,468",183 user,81 critic,null,4 July 2002 - 6 November ,8960208.423,70507700.08,81,17468,183,6.7,8,12,3902,5,66,0,0,USA,0,1,0,R,3,0
2005,Must Love Dogs (2005),0,Release Date: 29 July 2005 (USA) See more Ф_,"Sarah Nolan, a recently divorced thirty-something year old, has a family that just can't help getting involved in her personal life, or lack there of. After her sister puts her profile on PerfectMatch.com, this preschool teacher goes on a number of outrageous and hilarious dates. But will she be able to find the one, who must love dogs? Written by Nina",98 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,Rated PG-13 for sexual content,5.9,"24,572",261 user,120 critic,null,12-Oct,38686572.94,26440387.53,120,24572,261,5.9,7,29,3889,4,64,0,0,USA,1,1,0,PG-13,6,1
2005,Deuce Bigalow: European Gigolo (2005),0,Release Date: 12 August 2005 (USA) See more Ф_,Deuce Bigalow ('Rob Schneider') goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend TJ Hicks ('Eddie Griffin'). But a mysterious killer starts killing some of Amsterdams finest gigolos and TJ is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear TJs name. Written by Morty_man91,83 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,"Rated R for pervasive strong crude and sexual humor, language, nudity and drug content",4.6,"39,405",164 user,98 critic,null,12-Jul,19622722.15,19389617.52,98,39405,164,4.6,8,12,3902,3,66,0.064804466,-0.223079259,USA,0,1,0,R,4,1
2005,London (I) (2005),0,Release Date: 10 February 2006 (USA) See more Ф_,"In New York, the drug-addicted Syd is consumed by drink and drugs - missing his girlfriend London, who broke up with him six months ago after a two-year relationship. When Syd finds that London's friends throw a going away party for her, he decides to go to the party without an invitation. But first he meets the banker and drug-dealer, Bateman, in a bar to buy coke, and he invites his new acquaintance to go to the party with him. While locked in the bathroom with Bateman snorting coke and drinking booze, Syd recalls moments of his relationship with London, inclusive that he had never said ""I love you"" to his girlfriend despite her countless requests. Bateman also ""open his heart"" under the influence of cocaine and tells his impotence problem to Syd; in the end he convinces Syd to talk to London. Written by Claudio Carvalho, Rio de Janeiro, Brazil",92 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated R for strong sexual content, pervasive language and drug use, and some violence",6.6,"18,680",90 user,34 critic,null,null,11164.01296,22446.12632,34,18680,90,6.6,2,10,3720,1,63,0,0,USA,0,1,0,R,1,0
2005,Because of Winn-Dixie (2005),0,Release Date: 18 February 2005 (USA) See more Ф_,"A 10-year-old girl, abandoned by her mother when she was three, moves to a small town in Florida with her father, a preacher. While there, she adopts a stray dog whom she names after the local supermarket where he was found. With her goofy pooch by her side, she meets an eclectic group of townspeople and rekindles an almost lost relationship with her father. Written by Anonymous",106 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated PG for thematic elements and brief mild language,6.4,"8,017",86 user,96 critic,4 August 2003 - 23 December ,29 September 2003 - 16 December ,28772029.58,12338847.51,96,8017,86,6.4,2,18,3728,2,47,0,0,USA,1,1,0,PG,5,1
2005,Assault on Precinct 13 (2005),0,Release Date: 19 January 2005 (USA) See more Ф_,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop. Written by IMDb Editors",109 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,"Rated R for strong violence and language throughout, and for some drug content",6.3,"64,251",220 user,151 critic,null,5 April 2004 - 30 June ,17605837.05,17626925.02,151,64251,220,6.3,1,19,3699,3,74,-0.94334566,-0.304909001,USA,0,1,0,R,4,0
2005,Are We There Yet? (2005),0,Release Date: 21 January 2005 (USA) See more Ф_,"The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Year's Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom has dated, are determined to turn the trip into a nightmare for Nick. Written by Anonymous",95 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,Rated PG for language and rude humor,4.5,"21,080",147 user,73 critic,null,17 November 2003 - 22 February ,72536136.98,28203080.03,73,21080,147,4.5,1,21,3701,4,64,-0.032216062,4.767202699,USA,0,1,0,PG,8,0
2005,An Unfinished Life (2005),0,Release Date: 16 September 2005 (USA) See more Ф_,"In order to escape from the abusive boy-friend, Gary Winston, Jean Gilkyson moves with her young daughter Griff Gilkyson without previous notice to the ranch of her father-in-law Einar Gilkyson in Wyoming. Jean and Einar are disaffected, since he blames her for the death of his beloved son in a car accident. Einar is taking care of his friend Mitch Bradley, who was attacked and seriously wounded by a bear, and he does not know that he has a grand-daughter. While Mitch heals his wounds and forgives the bear, Einar also changes his feelings regarding Jean, finally understanding that accidents happen and accepting her and loving his grand-daughter. Written by Claudio Carvalho, Rio de Janeiro, Brazil",108 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for some violence including domestic abuse, and language",7,"22,660",149 user,107 critic,null,21-Apr,7522797.026,26440387.53,107,22660,149,7,9,16,3936,4,58,1.377001731,0.548589408,USA,0,1,0,PG-13,3,0
2005,The World's Fastest Indian (2005),0,Release Date: 24 March 2006 (USA) See more Ф_,"For 25 years in Invercargill at the south end of New Zealand, Burt Munro (1899-1978) has been working on increasing the speed of his motorcycle, a 1920 Indian. He dreams of taking it to the Bonneville Salt Flats to see how fast it will go. By the early 1960s, heart disease threatens his life, so he mortgages his house and takes a boat to Los Angeles, buys an old car, builds a makeshift trailer, gets the Indian through customs, and heads for Utah. Along the way, people he meets are charmed by his open, direct friendliness. If he makes it to Bonneville, will they let an old guy on the flats with makeshift tires, no brakes, and no chute? And will the Indian actually respond? Written by <jhailey@hotmail.com>",127 min,Sound Mix: Dolby Digital EX,Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for brief language, drug use and a sexual reference",7.9,"42,400",248 user,126 critic,01-Aug,22 November 2004 - 18 December ,4519652.862,22033656.28,126,42400,248,7.9,3,24,3764,3,46,-0.187030626,-0.301295643,USA,0,1,0,PG-13,2,0
2005,The Ballad of Jack and Rose (2005),0,Release Date: 8 April 2005 (USA) See more Ф_,"Jack lives on the site of his abandoned island commune with his 16-year-old daughter Rose. Jack has sheltered Rose from the influences of the outside world, but now Rose's emerging womanhood poses troubling questions about the days ahead. A man who has lived a life motivated by environmentalism and other altruistic causes, Jack now rages at those who do not share his concerns, like developer Marty Rance, who is building a housing tract on the edge of his property. When Jack invites his girlfriend Kathleen and her sons Rodney and Thaddius to live with them, Rose feels betrayed and the situation quickly becomes precarious. Rose acts out wildly, creating chaos. As everything flies out of control, Jack finds himself trapped in an impossible place and is forced to take action. Written by Christine Richardson",null,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.66 : 1,"Rated R for language, sexual content and some drug material",6.7,"9,140",67 user,74 critic,null,21 July 2003 - 6 September ,627777.6465,1322019.377,74,9140,67,6.7,4,8,3778,1,57,-0.334985217,0.40522618,USA,0,1,0,R,1,0
2005,The Weather Man (2005),0,Release Date: 28 October 2005 (USA) See more Ф_,"Dave Spritz is a local weatherman in his home town of Chicago, where his career is going well while his personal life -- his relationship with his perfectionist writer father, his neurotic ex-wife, and his now-separated children -- is spiraling downward. Despite being both loathed and loved by the local masses, Dave is a guy who doesn't seem to have it all together, and in this film, he begins to feel it. An attractive job offer presents Dave with a major question: to pursue his career in New York City, or to remain at home with his family. Written by mystic80",102 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for strong language and sexual content,6.6,"67,180",314 user,153 critic,null,23 February 2004 -  May ,10990221.18,19389617.52,153,67180,314,6.6,10,28,3978,3,73,-0.138176463,2.434822805,USA,1,1,0,R,4,1
2005,BloodRayne (2005),0,Release Date: 6 January 2006 (USA) See more Ф_,"In the Eighteenth Century, Rayne is the half-human half-vampire Dhampir and the lead attraction in a carnival's freak-show in Romania. When she escapes, she meets a fortuneteller that tells that her mother was raped by the king of the vampires Kagan and she decides to destroy her father. In her journey for revenge, she meets Vladimir and Sebastian, the leaders of the fortress of vampire hunters Brimstone, and she joins their society. She seeks for powerful talismans to defeat Kagan, while the skilled warriors Vladimir and Sebastian train her to face the forces of Kagan and her human side falls in love with Sebastian. Written by Claudio Carvalho, Rio de Janeiro, Brazil",95 min,Sound Mix: Dolby Digital | SDDS | DTS,Color,Aspect Ratio: 2.35 : 1,"Rated R for strong bloody violence, some sexuality and nudity",2.9,"29,969",470 user,143 critic,August ,16-Aug,2120007.899,22033656.28,143,29969,470,2.9,1,6,3686,3,53,0.367410055,0.20260877,USA,0,1,0,R,2,0
2005,Miss Congeniality 2: Armed and Fabulous (2005),0,Release Date: 24 March 2005 (USA) See more Ф_,"Because of the notoriety she gained from the Miss United States pageant, Gracie Hart's life as an undercover FBI agent is over. In addition, Agent Eric Matthews broke off their relationship which she did not take well. Begrudgingly on the advice her boss Director Harry McDonald, Gracie decides to become the FBI's media relations officer. Ten months later with the assistance of style coach Joel Meyers and a best selling book behind her about her experience, Gracie becomes a designer-clad media darling and the made-up face of the FBI. The new Gracie is the exact opposite of Agent Sam Fuller, a woman who, like Gracie before her pageant experience, has deep seated anger issues. The two do not get along, but that doesn't stop McDonald from assigning Sam to be Gracie's bodyguard. The two are sent to Las Vegas when Gracie's friend, reigning Miss United States Cheryl Frasier, and the long time Miss United States pageant host Stan Fields are kidnapped there. At the FBI's Las Vegas field office... Written by Huggo",115 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,Rated PG-13 for sex-related humor,5,"47,082",156 user,111 critic,null,12-Apr,42725908.84,39660581.3,111,47082,156,5,3,24,3764,4,46,0.823907152,1.60879951,USA,0,1,0,PG-13,7,0
2005,Cry_Wolf (2005),0,Release Date: 16 September 2005 (USA) See more Ф_,"Nobody believes a liar - even when they're telling the truth. When a young woman is found murdered, a group of local high school students decide to further scare their classmates by spreading online rumors that a serial killer called ""The Wolf"" is on the loose. By describing ""The Wolf's"" next victims, the students' game is to see how many people they can convince - and if anyone will uncover the lie. But when the described victims actually do start turning up dead, suddenly no one knows where the lies end and the truth begins. As someone or something begins hunting the students themselves, the game turns terrifyingly real. Written by focus features",90 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for violence, terror, disturbing images, language, sexuality and a brief drug reference",5.9,"22,448",220 user,135 critic,null,null,8855479.811,881346.251,135,22448,220,5.9,9,16,3936,1,58,0,0,USA,0,1,0,PG-13,3,0
2005,Stealth (2005),0,Release Date: 29 July 2005 (USA) See more Ф_,"In the near future, the Navy develops a fighter jet piloted by an artificial intelligence computer. The jet is placed on an aircraft carrier in the Pacific to learn combat manuevers from the human pilots aboard. But when the computer develops a mind of its own, it's the humans who are charged with stopping it before it incites a war... Written by austin4577@aol.com",121 min,Sound Mix: DTS | Dolby Digital | SDDS (8 channels),Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for intense action, some violence, brief strong language and innuendo",5,"44,129",385 user,145 critic,null,3 February 2004 - 9 May ,27942568.18,118981743.9,145,44129,385,5,7,29,3889,5,64,0,0,USA,0,1,0,PG-13,5,1
2005,The Man (2005),0,Release Date: 9 September 2005 (USA) See more Ф_,"A federal agent turns up dead and a hardcore undercover agent, known as Derrick Vann heads off to try and recover the stolen arms and find the killers. Andy Fiddler is an ordinary family man and a dentist, and is out heading to a conference, when he gets stuck in the same mess. Criminal Kane believes Fiddler is 'The Man' behind it all and offers him a gun. Vann spots him and drags him across town, with him posing as the actual 'Man'. Written by simon",83 min,Sound Mix: SDDS | Dolby Digital | DTS,Color,Aspect Ratio: 1.85 : 1,"Rated PG-13 for language, rude dialogue and some violence",5.5,"21,243",76 user,70 critic,null,19-Apr,7338119.733,29084426.28,70,21243,76,5.5,9,9,3929,4,66,0.672806754,-0.274041849,USA,0,1,0,PG-13,3,0
2005,The Perfect Man (2005),0,Release Date: 17 June 2005 (USA) See more Ф_,"Teenager Holly Hamilton is tired of moving every time her single mom Jean has another personal meltdown involving yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man.. an imaginary secret admirer who will romance Jean and boost her shaky self-esteem. When the virtual relationship takes off, Holly finds herself having to produce the suitor, borrowing her friend's charming and handsome Uncle Ben as the face behind the e-mails, notes and gifts. Holly must resort to increasingly desperate measures to keep the ruse alive and protect her mom's newfound happiness, almost missing the real perfect man when he does come along. Written by Helen Waite",100 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,Rated PG for some mildly suggestive content,5.5,"22,162",103 user,65 critic,null,29 April 2004 -  July ,14319915.58,22033656.28,65,22162,103,5.5,6,17,3847,3,50,0,0,USA,0,1,0,PG,4,1
2005,Everything Is Illuminated (2005),0,Release Date: 14 October 2005 (USA) See more Ф_,"A young Jewish American flies to Ukraine in search of his grandfather's past. He has a photograph and the name of a village. He hires Odessa Heritage Tours, made up of a gruff old man and his English-speaking grandson. The three, plus grandfather's deranged dog, travel in an old car from Odessa into Ukraine's heart. Jonathan, the American, is a collector, putting things he finds into small plastic bags, so he will remember. Alex, the interpreter, is an archetypal wild and crazy guy. Alex asks the old man, ""Was there anti-Semitism in the Ukraine before the war?"" Will they find the village? The past illuminates everything. Written by <jhailey@hotmail.com>",106 min,Sound Mix: DTS | Dolby | SDDS,Color,Aspect Ratio: 1.85 : 1,"Rated PG-13 for disturbing images/violence, sexual content and language",7.5,"48,849",174 user,113 critic,null,14 June 2004 - 12 August ,1503219.759,6169423.757,113,48849,174,7.5,10,14,3964,2,78,0,0,USA,1,1,0,PG-13,2,1
2005,Guess Who (2005),0,Release Date: 25 March 2005 (USA) See more Ф_,"Percy and Marilyn are renewing their vows for their anniversary, and their daughter Theresa brings her boyfriend Simon for them to meet. Unbeknownst to her parents, the kids plan to announce their engagement during the weekend. The Jones family is Black; Theresa neglects to tell them Simon is White. Race complicates Percy's general mistrust of any boyfriend, so he instigates an investigation of Simon, discovering he's recently lost his job and hasn't told Theresa. Mistrust rears its ugly head, and in the process of Theresa and Simon's argument, Marilyn and Percy fall out. What can the men do to cross the divide between each other and between men and women? Will anyone be exchanging vows? Written by <jhailey@hotmail.com>",105 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for sex-related humor,5.9,"32,490",160 user,104 critic,null,21-Jun,59898347.4,30847118.79,104,32490,160,5.9,3,25,3765,4,46,0.035530972,2.319059231,USA,0,1,0,PG-13,7,1
